Sum.blengths,Largbr.rel2tree,H-M.dist.TN93,H-M.dist.JC69,H-M.dist.raw
ENSG00000157873,6.87922720710021,28.3081925830226,0.477963370169827,0.463714966014621,0.345849802371542
ENSG00000177673,5.21387864814813,25.35165047827,0.477861084132381,0.462164562555253,0.345013477088949
ENSG00000153498,2.75914537071064,8.29954703335344,0.475725381230706,0.467904791007405,0.348101265822785
ENSG00000124731,7.35926996820917,10.7989224768192,0.474887645119481,0.45701313211347,0.342222222222222
ENSG00000196433,5.48621610652926,6.50998948553016,0.471689217972336,0.464492656235021,0.346268656716418
ENSG00000184258,1.5894144824165,18.0544932719922,0.471086025582669,0.426296606690601,0.325174825174825
ENSG00000137875,4.373303771684,7.60325062682564,0.470527223813257,0.43448402843336,0.329787234042553
ENSG00000283758,3.97543802495818,7.20298951067957,0.468825574233087,0.458487871734235,0.343023255813953
ENSG00000181143,5.92364138300983,5.68022201431151,0.466404811079633,0.458336626481143,0.342941176470588
ENSG00000279051,3.61992290603223,26.0707701074961,0.462407958349783,0.448597016757431,0.337620578778135
ENSG00000165643,6.5770404137185,15.3100111008162,0.457858269382862,0.442633185424419,0.334328358208955
ENSG00000171209,5.52954709708632,6.25042697097301,0.457841466511505,0.440839998676589,0.333333333333333
ENSG00000104953,5.38564683901005,12.9600899005621,0.457682460615756,0.446745540999769,0.336601307189543
ENSG00000183035,4.82892087375743,6.00462992895627,0.456014062860871,0.431275575753546,0.327985739750446
ENSG00000147082,6.06215651459228,6.83313658804634,0.455265654966131,0.443578477300967,0.334851936218679
ENSG00000204644,4.50424614033941,12.4290016795617,0.452261675364971,0.448572025920735,0.337606837606838
ENSG00000178397,3.60650524960717,7.86013469959626,0.450990020358979,0.434318218450924,0.329694323144105
ENSG00000121410,8.25614143200384,21.4764595172941,0.449854979647699,0.446594502610334,0.336518046709129
ENSG00000180043,2.88546339508128,10.9002654250875,0.448672571548439,0.435814854249225,0.330532212885154
ENSG00000162739,6.41635775747083,16.3122102518713,0.447887026717152,0.432494989078022,0.328671328671329
ENSG00000230601,2.71220381200685,14.1893645843747,0.445070317564219,0.435355513541874,0.330275229357798
ENSG00000204936,5.30456012625575,6.70438838063035,0.444575686000592,0.435385429179779,0.33029197080292
ENSG00000176945,5.88254943207456,13.4505343240768,0.444474194235273,0.423177281629275,0.323404255319149
ENSG00000187791,5.20754388673502,17.2436525760292,0.444301938974544,0.428861857101589,0.326625386996904
ENSG00000179088,4.33072290603206,8.63112625143878,0.444121170042381,0.427282495876455,0.325732899022801
ENSG00000147183,3.2288020712092,12.0721932761739,0.441829027943293,0.432665530833062,0.328767123287671
ENSG00000196748,4.61571922553642,6.67113427158513,0.440766419660694,0.436441159087291,0.330882352941176
ENSG00000271605,6.33783596990145,13.2539457822917,0.439869175570043,0.425008276268913,0.324444444444444
ENSG00000135222,5.46269148423627,7.45714096742958,0.43911204654794,0.430858862774718,0.327751196172249
ENSG00000204300,6.03635700208704,13.0568087373247,0.436670483167568,0.420838813364968,0.322072072072072
ENSG00000221963,5.81493906355649,7.39052830972825,0.43616195855107,0.417082356186412,0.31992337164751
ENSG00000100721,5.20285617249654,6.77217836155507,0.436039722800448,0.398744783001625,0.309278350515464
ENSG00000165131,5.02081942483203,6.69039558597945,0.435141788480588,0.42287506790972,0.323232323232323
ENSG00000125726,8.25871725156357,15.1935978133241,0.434684803552755,0.431300919370758,0.328
ENSG00000183161,4.90261479567213,9.26434131667469,0.434370452938372,0.426820898917475,0.325471698113208
ENSG00000203907,4.28907375761879,10.5575826311645,0.433901665079743,0.429645761014083,0.327067669172932
ENSG00000274209,6.81505300395154,6.7775985279341,0.432502466635055,0.423836751553324,0.323779193205945
ENSG00000141219,7.00527445273975,8.9182087293734,0.432455628475177,0.410576527033914,0.316176470588235
ENSG00000168631,6.4224282298307,13.3305094864575,0.432423091615109,0.405213248187837,0.313063063063063
ENSG00000123485,7.49596599970121,8.4118622555685,0.43193959172879,0.411990288055742,0.316993464052288
ENSG00000284797,3.33605819759289,12.8848543138656,0.429641236982207,0.40584822994599,0.313432835820896
ENSG00000187516,1.36020401018494,18.2010041004304,0.429006250206431,0.415413834919828,0.318965517241379
ENSG00000121594,6.60447919943287,10.8770478772562,0.428034459377931,0.41923122574768,0.321153846153846
ENSG00000184895,1.48372172243452,25.7655877890237,0.426431717924246,0.389906594464432,0.304054054054054
ENSG00000168703,2.52521480335193,15.2850059448192,0.425675766000858,0.419711840951567,0.321428571428571
ENSG00000184361,4.99101969890525,6.49979868712886,0.424761372624313,0.41405143672503,0.318181818181818
ENSG00000153563,6.40265111444875,5.56129790194135,0.423764860464571,0.422238513751146,0.322869955156951
ENSG00000197261,4.61367940461773,14.8817148095909,0.42352377916835,0.410186693873726,0.315950920245399
ENSG00000156234,7.75121697921326,13.4558459568353,0.423174315277128,0.410336718878393,0.316037735849057
ENSG00000198088,4.03158466382085,4.521838934236,0.422437372013035,0.410935705241056,0.31638418079096
ENSG00000179058,4.40903327613062,8.5516575314135,0.420698478409583,0.40813727056499,0.314763231197772
ENSG00000131864,3.35083807017307,14.8463090350669,0.419803448267743,0.407781911726916,0.314556962025316
ENSG00000183888,5.78043950026241,12.1427338290262,0.419054743329917,0.408226164721785,0.314814814814815
ENSG00000239704,6.884244268264,9.86992895983931,0.418087077280314,0.398871008440556,0.309352517985612
ENSG00000148773,6.11279045936485,10.1605940710159,0.415866534214099,0.401410892720621,0.31084225221033
ENSG00000214700,4.60068035478306,12.1105995473948,0.415158135454523,0.409907779776052,0.315789473684211
ENSG00000188624,2.08257062614324,13.2370313917422,0.413870430219981,0.397971188296628,0.308823529411765
ENSG00000204542,5.65060612766387,7.86023557556959,0.413236064730133,0.39291951099838,0.305841924398625
ENSG00000172322,5.8080251624319,6.10810527461445,0.412878998042311,0.395024229691711,0.307086614173228
ENSG00000250374,1.64161854179434,17.5032435561702,0.412850548419428,0.403316276733466,0.31195652173913
ENSG00000026103,7.45707773257365,11.7572429249488,0.411082337915198,0.401870194478556,0.311111111111111
ENSG00000178804,6.89640480634042,11.0574133534859,0.41004568077258,0.39673980535319,0.308098591549296
ENSG00000171872,4.44016646201782,7.41269479074706,0.409995611219455,0.387650953666465,0.302710843373494
ENSG00000186838,3.63831140043763,8.07712446238105,0.408519258939192,0.398490039925761,0.309128630705394
ENSG00000188993,6.03516812740884,7.72663543233505,0.407840272105071,0.393046563293866,0.305917159763314
ENSG00000240563,4.04270414822162,14.9339347043969,0.407153839636071,0.389843640672478,0.304016620498615
ENSG00000124256,6.29716204326127,5.88840282500662,0.406823916679097,0.396219987604786,0.307792207792208
ENSG00000162493,8.2415771460395,4.77554594614437,0.40653931198981,0.397662609810481,0.308641975308642
ENSG00000186891,6.82917183731469,14.4391405905349,0.405919256626444,0.383119217824493,0.3
ENSG00000100290,5.11942425584393,7.3770216840319,0.405621704324303,0.392436107823411,0.305555555555556
ENSG00000178279,3.67373811697588,8.54216174606509,0.403344546636758,0.386270482964768,0.30188679245283
ENSG00000099985,5.85557111570507,5.32866207609313,0.403065411213874,0.392640830084816,0.305676855895196
ENSG00000131142,7.28901014934819,11.0947845445257,0.402645662773265,0.397580664986581,0.30859375
ENSG00000175489,7.57187010823269,17.7851928670817,0.401286802413975,0.394433445888024,0.306737588652482
ENSG00000185873,5.68410074531334,9.93253647690962,0.401175932184671,0.392205232032762,0.305418719211823
ENSG00000173702,11.7645092573511,5.93194015835952,0.400680210375224,0.391566254358329,0.305039787798409
ENSG00000132530,7.25820968295613,8.43169550962917,0.399284124486427,0.388092298623141,0.302973977695167
ENSG00000125903,4.96753672737684,8.10832441389331,0.399070294918853,0.388186804671653,0.303030303030303
ENSG00000183638,5.66072854680184,11.2314386614127,0.398793532349785,0.382737926509722,0.299771167048055
ENSG00000235568,6.74607127297607,7.239113695519,0.397400795143258,0.39129368566802,0.304878048780488
ENSG00000240764,4.74768877852053,14.2917261054143,0.397343915729628,0.395796191641716,0.307542262678804
ENSG00000171855,5.00335836495446,8.42168641922295,0.397282759280748,0.377644740963284,0.296703296703297
ENSG00000184730,7.22835543092408,7.7513117664098,0.396986359704701,0.381992668607801,0.299323562570462
ENSG00000165935,4.93787845954682,11.3948095542015,0.39677418992054,0.375347127547833,0.2953125
ENSG00000260286,4.72026316833769,11.5071048588404,0.396480019118323,0.389906594464432,0.304054054054054
ENSG00000142609,10.0516198772718,24.3143468182799,0.39608865387114,0.385998300054867,0.301724137931034
ENSG00000161921,8.93855942814242,12.5782947400205,0.396061104646981,0.391827588520251,0.305194805194805
ENSG00000155754,6.74928542314541,7.44074019759607,0.395977779034164,0.386712039066467,0.302150537634409
ENSG00000162344,4.79544869226679,8.07803960114372,0.394713079696464,0.385515385996883,0.301435406698565
ENSG00000147378,5.60413496698316,10.5526089290202,0.394571510354567,0.379759749721458,0.297979797979798
ENSG00000284873,2.70088420054046,17.4568504022308,0.394198986460232,0.391642036812229,0.305084745762712
ENSG00000144792,4.24010009575957,26.4309439051895,0.393594387175343,0.381857653187254,0.299242424242424
ENSG00000117335,6.24980098258634,8.92710061558939,0.393273841289496,0.390934332496841,0.30466472303207
ENSG00000157653,5.85054477971688,14.1696960878372,0.393244935060587,0.383543425980599,0.300254452926209
ENSG00000160194,8.13457595950197,6.79512335338875,0.392589617997339,0.379074098923195,0.297566371681416
ENSG00000071203,6.77913144606549,12.0587111257261,0.391914318497606,0.382483355132738,0.299618320610687
ENSG00000122862,6.16521775458969,8.43160863722104,0.391486759482227,0.385487017739068,0.301418439716312
ENSG00000176979,1.98950994268449,26.3755125732486,0.390944369060326,0.375907623799912,0.295652173913043
ENSG00000166960,6.32958995383676,13.57492958614,0.390419052640209,0.380780946250054,0.298594847775176
ENSG00000002933,7.03541407205334,6.77243585104168,0.390083391162608,0.383119217824493,0.3
ENSG00000117091,8.43541471737049,15.2171766384581,0.38974841625991,0.378417008064296,0.297169811320755
ENSG00000151838,8.19147373198853,18.851882606875,0.388162871000002,0.376852072871484,0.296223958333333
ENSG00000248385,2.68062598571,15.1697368456556,0.387661672880886,0.376843030571606,0.296218487394958
ENSG00000197915,2.18836786849382,15.2722289704192,0.387290412259923,0.378448384222604,0.29718875502008
ENSG00000120210,4.52745862304454,5.44795425647186,0.387250375619387,0.382228481377751,0.299465240641711
ENSG00000183559,5.53492839849176,11.8355534650511,0.386378848420736,0.376776685310825,0.296178343949045
ENSG00000083817,3.59696647304979,8.03587509898273,0.38598728124175,0.379581475415889,0.297872340425532
ENSG00000219435,3.78553107356326,7.17191293446562,0.385823430130792,0.383119217824493,0.3
ENSG00000163736,3.85957681263569,7.25669349786141,0.385512865034406,0.378628186441026,0.297297297297297
ENSG00000221843,3.25915359437493,6.95968361806509,0.384120502771981,0.367773413920988,0.290697674418605
ENSG00000204583,7.00089388760425,13.6049994935643,0.383880849865651,0.3762067264958,0.295833333333333
ENSG00000174898,5.75398899808041,10.9777273198756,0.383657853397,0.381993936293067,0.299324324324324
ENSG00000173464,3.07134311298231,6.5631775647755,0.383285586056854,0.377928885691063,0.296875
ENSG00000177025,6.62924800509468,7.9303885637839,0.382823747219671,0.371153771867812,0.292763157894737
ENSG00000186453,4.3830440519694,5.95907103579949,0.382183181759369,0.370179281713823,0.292168674698795
ENSG00000166928,4.83306093738788,14.9371346874323,0.380984534843396,0.375720884096307,0.295539033457249
ENSG00000169777,4.88422740584866,13.3280347895252,0.380598893508212,0.373051952575387,0.293918918918919
ENSG00000121797,7.14217128617878,5.43436627499345,0.380206482071245,0.367716225312931,0.29066265060241
ENSG00000117586,5.83715346083539,11.1031873990424,0.380000526230261,0.372028442708708,0.293296089385475
ENSG00000189325,6.56649123233115,5.43753702538341,0.379952228659812,0.369021567981605,0.291461412151067
ENSG00000186136,2.3942148783254,13.1442578047209,0.377856875179392,0.353567306924971,0.281914893617021
ENSG00000198556,4.91694155229375,28.9457086797361,0.376804207339621,0.369357363823346,0.291666666666667
ENSG00000117525,6.58833964643533,6.32160624891973,0.376694468392407,0.370318286440382,0.292253521126761
ENSG00000164035,8.24409346220165,9.01335106843982,0.376616647910619,0.367161168989029,0.290322580645161
ENSG00000177291,8.09631171755631,6.5274430569794,0.376324350554187,0.367161168989029,0.290322580645161
ENSG00000255009,2.67860693623403,11.3992942537099,0.375854823483388,0.365666670962697,0.289405684754522
ENSG00000184601,5.64893164323061,13.7624060609141,0.375357765663881,0.338195611638691,0.272222222222222
ENSG00000248099,6.18529965207,11.7816788506253,0.375288868124613,0.357420772343921,0.284313725490196
ENSG00000169084,4.77244248422742,8.70258620526373,0.375015065683591,0.360752260331488,0.286377708978328
ENSG00000185056,3.11948983311368,11.4727747597452,0.373733162930327,0.369357363823346,0.291666666666667
ENSG00000134020,6.13024128558041,8.58811085068108,0.373126586858866,0.369703544304913,0.291878172588832
ENSG00000197471,8.36832871426309,14.0062108313698,0.373089168289102,0.36310360513548,0.287828947368421
ENSG00000137038,6.27748088597896,9.18256146009876,0.372549551641484,0.368695696378577,0.29126213592233
ENSG00000213413,3.79788751256629,7.45740584383258,0.372431229423055,0.349356178511725,0.279279279279279
ENSG00000184650,8.1112813112639,10.2625402477512,0.372367631048053,0.363064547043069,0.28780487804878
ENSG00000182898,4.79230897759086,11.0578314273075,0.372309815449296,0.360234749178448,0.286057692307692
ENSG00000283247,3.00243190322463,13.6059916006007,0.370995040892539,0.358220665767296,0.284810126582278
ENSG00000196476,6.05560075062588,8.80216325278267,0.370934896471603,0.355381804164676,0.283045977011494
ENSG00000136929,5.34891591863737,6.42882671593012,0.370498268548939,0.351987435071023,0.280927835051546
ENSG00000186471,5.88075331106224,8.14542995883793,0.370205756423758,0.363601387758514,0.288135593220339
ENSG00000049247,5.82279155841598,5.32518850588174,0.370179267820375,0.357254585771116,0.284210526315789
ENSG00000122223,6.84644899547204,7.83248318186159,0.370166547319961,0.36404028759548,0.288405797101449
ENSG00000181544,4.75745980999868,7.41757635871019,0.369332597775238,0.353099618105879,0.281622911694511
ENSG00000169876,9.01603697732234,10.8438608445667,0.369332238611785,0.356072457374043,0.283475783475783
ENSG00000260220,5.5853388843433,11.3284814525565,0.369309517477451,0.354546319928941,0.282525510204082
ENSG00000185522,7.24336701510953,9.96228191710656,0.369145354314497,0.362079172413401,0.28719723183391
ENSG00000077238,7.76500786607175,7.28954889462861,0.368224340139155,0.360418872140335,0.286171574903969
ENSG00000162771,4.12952332600718,5.37121693911466,0.366824411555423,0.356996444185502,0.28405017921147
ENSG00000171487,6.78182352445663,15.5565781510226,0.366631804977316,0.356697698911685,0.283864541832669
ENSG00000204186,5.7069472047325,7.26519839049456,0.366303377539967,0.357130908650571,0.284133709981168
ENSG00000179639,7.27837218073799,7.80188234932201,0.366282653995937,0.359679810196415,0.285714285714286
ENSG00000173762,8.25637248322121,9.08017624636478,0.366085118517644,0.361891385702354,0.287081339712919
ENSG00000101425,6.38307376772271,9.25680435580225,0.365791581839642,0.348984018088063,0.279045643153527
ENSG00000026751,6.45950884836163,12.1371066755779,0.365591886705929,0.357228827622953,0.28419452887538
ENSG00000182264,8.41676532457307,11.8789986621165,0.365181460771147,0.360826891735338,0.286423841059603
ENSG00000188958,3.59567977184898,5.65071550515985,0.364961366834866,0.348530956253269,0.278761061946903
ENSG00000162851,6.75558926631884,5.77198716635833,0.364412360677546,0.351733885372868,0.280769230769231
ENSG00000022976,7.37446931365992,5.92199487449511,0.364046333736296,0.353547532876431,0.281902552204176
ENSG00000116824,8.38086905195068,6.46220964742486,0.363731268276605,0.357279808148412,0.28422619047619
ENSG00000105072,7.5692679989821,7.39241259712805,0.36361774172146,0.357577897992639,0.28441127694859
ENSG00000152291,9.6575645385359,12.9633602535964,0.363547026817193,0.357357107813515,0.284274193548387
ENSG00000145839,7.31242961228573,15.4239222967668,0.363208796516664,0.35807895579994,0.284722222222222
ENSG00000168454,5.38399505173013,6.41971312718532,0.362546238231724,0.349022437266925,0.27906976744186
ENSG00000237452,3.84003244547144,19.583897405707,0.361469427022414,0.352502721934302,0.28125
ENSG00000100583,6.14683941604327,7.68124045949948,0.360912362361553,0.352616625799658,0.281321184510251
ENSG00000110876,6.00047230003538,4.65497925426211,0.360599570089572,0.350042991746535,0.279710144927536
ENSG00000177459,5.18701647003131,7.6938784435927,0.360461915788591,0.339794103923438,0.273239436619718
ENSG00000164299,4.28838592633224,10.6515768220107,0.36005002941161,0.35007422547897,0.27972972972973
ENSG00000187166,3.57765820890655,20.5410915345365,0.359905602690367,0.354356863793343,0.282407407407407
ENSG00000186143,5.26940991249842,29.7884530531243,0.3594715296864,0.344489417518041,0.276214833759591
ENSG00000104918,5.23288920484156,14.6490516859253,0.359299780121045,0.347800512174105,0.278301886792453
ENSG00000158553,3.68002500596127,8.43992138344845,0.35898993259348,0.34944116434751,0.279332615715823
ENSG00000172689,4.77489432494508,5.6158693257568,0.358633397093037,0.346197423164895,0.277292576419214
ENSG00000121570,5.88106889574438,4.77740817255056,0.358455927474731,0.353703682959532,0.282
ENSG00000165828,6.01534357999211,11.2211576159839,0.358447702343481,0.339495599583329,0.273049645390071
ENSG00000027697,7.75753409045787,7.57088890613703,0.35823940590476,0.349062348929122,0.279094827586207
ENSG00000184661,7.90298279670314,10.6792563758179,0.356798307053044,0.348107026412462,0.278494623655914
ENSG00000176401,2.7049200753823,11.7731301461711,0.356509952927462,0.347552208910788,0.278145695364238
ENSG00000142166,7.63183673223805,6.70418540266836,0.356296063215826,0.348953082726465,0.279026217228464
ENSG00000173988,7.46942258671581,7.65727387348166,0.35617393938113,0.350393015901841,0.279929577464789
ENSG00000106565,5.96098902122422,9.58826788708114,0.356162257925653,0.34627861982328,0.27734375
ENSG00000088888,8.6527846691608,8.09937947632167,0.355736748760856,0.345865510476565,0.277083333333333
ENSG00000163530,4.98192431683412,5.84039384710057,0.355720056963634,0.350780562739039,0.280172413793103
ENSG00000196976,7.07620456893552,10.0546742499227,0.35568140224502,0.337437653009249,0.271739130434783
ENSG00000150637,6.10042779021959,8.08026486774724,0.355339673998512,0.34614346555397,0.277258566978193
ENSG00000090339,6.78292186209705,6.22823999211571,0.355128214158896,0.352026682565733,0.280952380952381
ENSG00000137965,4.87138553188823,6.95885829667571,0.354794167108618,0.340017296859434,0.273381294964029
ENSG00000161010,4.85658035664358,5.39223893833944,0.354650334791408,0.346697029875973,0.27760736196319
ENSG00000205307,5.0575942081581,7.85182217284321,0.354233262149328,0.344894385130472,0.276470588235294
ENSG00000004809,4.99351607697581,8.16037235112215,0.354112025016195,0.348050115875799,0.2784588441331
ENSG00000162897,6.39573596326925,13.6891552307304,0.35356850337126,0.339802512537222,0.273244781783681
ENSG00000110324,7.04575726860822,10.9499397526822,0.353446120709927,0.34249967426217,0.274956217162872
ENSG00000099866,7.39611684539244,14.5992474173895,0.352706113261169,0.347824784411522,0.27831715210356
ENSG00000143297,6.85892976117344,8.80854056837821,0.352371864846207,0.346398597427717,0.27741935483871
ENSG00000117090,6.44527134029638,18.4102369021475,0.352203285485234,0.343012457607882,0.275280898876405
ENSG00000283439,2.38379569260123,7.72960193951487,0.352184108304418,0.340746765982255,0.273844641101278
ENSG00000130518,7.72344568024572,14.7001768571746,0.351634362113751,0.343676358066171,0.275700934579439
ENSG00000186710,6.00162601112484,11.3489819929524,0.351417125490746,0.345811349075566,0.277049180327869
ENSG00000171067,9.46669515237434,14.2738002287414,0.351093860134846,0.336106441104228,0.27088948787062
ENSG00000236398,2.54993071166234,13.9461476195807,0.35104949660911,0.342190555246975,0.274760383386581
ENSG00000187997,6.13040681653452,8.96232121449686,0.350887517707233,0.346053842992878,0.27720207253886
ENSG00000174038,5.13225240765991,4.8798429454017,0.350768605401156,0.335509204014864,0.2705078125
ENSG00000063127,7.31730822277102,6.55233454131645,0.350705269736475,0.341906466624047,0.274580335731415
ENSG00000152672,4.39088934650433,7.73717285114832,0.350559328735118,0.338085228240155,0.272151898734177
ENSG00000179813,5.68573417519794,15.2554479238244,0.350306621910905,0.34627861982328,0.27734375
ENSG00000010610,8.52074159487322,10.3656142330751,0.350124762445717,0.346967641461085,0.277777777777778
ENSG00000131126,6.81473169058029,17.45729987614,0.350015851484098,0.344481255096741,0.276209677419355
ENSG00000145241,5.07068673120493,11.132030908941,0.349139716386194,0.336571435396116,0.271186440677966
ENSG00000105825,6.5441934187647,10.3137112134383,0.348799673017356,0.347380069296608,0.27803738317757
ENSG00000142528,5.45273712572174,5.49898778946779,0.348419980716674,0.335364034479566,0.27041499330656
ENSG00000204616,2.95680997469086,9.24333782266989,0.348378072887025,0.343141102548163,0.27536231884058
ENSG00000112195,6.49382331641731,10.9269387853803,0.348329250497938,0.342568801871786,0.275
ENSG00000163220,8.52770978552453,18.3259826344723,0.347944122252629,0.335719439199332,0.270642201834862
ENSG00000149507,3.64979339435868,7.82927360966519,0.347783578515265,0.344108316610093,0.275974025974026
ENSG00000214193,6.87685128423775,11.0112724326184,0.347719844117211,0.336079042843101,0.270871985157699
ENSG00000087074,6.83264123147224,8.7188347588734,0.347413572688075,0.340307331280466,0.273565573770492
ENSG00000147206,2.82312817841082,9.1339206027833,0.347096693073098,0.337846855529175,0.272
ENSG00000162592,7.75087597428046,5.80085834503287,0.346919350113039,0.342225630966691,0.274782608695652
ENSG00000131351,6.82248454219819,7.07591042230997,0.346825266881176,0.339199576160745,0.272861356932153
ENSG00000152558,7.28804597136363,9.38881322499234,0.346705530985025,0.334304255434578,0.269736842105263
ENSG00000181433,2.59550422457044,17.899358797918,0.346114941805675,0.34179520716679,0.274509803921569
ENSG00000132846,2.7819303274673,11.2482086961428,0.345891436823761,0.331507484014678,0.267942583732057
ENSG00000125975,4.03923480072073,6.40873303483923,0.345778206376224,0.333134715216641,0.268987341772152
ENSG00000205002,3.29221552822787,8.97739931666864,0.345575975136813,0.336228950088493,0.270967741935484
ENSG00000096996,8.0018167458821,8.36125568333292,0.345562015919459,0.342106104108906,0.274706867671692
ENSG00000131686,7.68950370662435,12.7421638149233,0.345310530070965,0.340283956235662,0.273550724637681
ENSG00000167434,7.10444196108863,14.6098683451707,0.344780917637465,0.33211567098895,0.268333333333333
ENSG00000237136,3.93699834049635,26.2838196097837,0.343800050065471,0.336361869893891,0.271052631578947
ENSG00000184925,8.10869221347795,6.31132356281221,0.343372049534339,0.336361869893891,0.271052631578947
ENSG00000206107,3.20647082586065,8.5406431651717,0.342802209558123,0.336505396829551,0.271144278606965
ENSG00000240505,7.21982248393734,8.66552413604048,0.342159660336093,0.332523285524363,0.268595041322314
ENSG00000000971,3.46958171197466,8.52136608973083,0.342157936482231,0.341143397578306,0.274096385542169
ENSG00000128567,10.4808780535442,10.1033133540273,0.341837770271792,0.336688227506396,0.271260997067449
ENSG00000171115,5.45484701528997,7.35702335218636,0.341377156081704,0.33154819541737,0.26796875
