Parsing alignment laurasiatheria_therest_nt3cp ... ... 
Length alignment: 177439
Number of taxa: 659
Taxon: acinonyx_jubatus | Num gaps: 176118 | Missing taxon?: N | % Missing data: 99.2555187980095
Taxon: lupulella_mesomelas_elongae~ | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: canis_rufus | Num gaps: 177288 | Missing taxon?: N | % Missing data: 99.9149003319451
Taxon: canis_simensis | Num gaps: 176347 | Missing taxon?: N | % Missing data: 99.3845772349934
Taxon: caracal_caracal | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: catopuma_badia | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: catopuma_temminckii | Num gaps: 176045 | Missing taxon?: N | % Missing data: 99.2143778988836
Taxon: ceratotherium_simum | Num gaps: 166975 | Missing taxon?: N | % Missing data: 94.102762075981
Taxon: ceratotherium_simum_cottoni | Num gaps: 177175 | Missing taxon?: N | % Missing data: 99.851216474394
Taxon: cerdocyon_thous | Num gaps: 176352 | Missing taxon?: N | % Missing data: 99.3873951047966
Taxon: chimarrogale_himalayica | Num gaps: 176954 | Missing taxon?: N | % Missing data: 99.7266666290951
Taxon: chimarrogale_phaeura | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: chimarrogale_platycephala | Num gaps: 177182 | Missing taxon?: N | % Missing data: 99.8551614921184
Taxon: chimarrogale_styani | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: chodsigoa_caovansunga | Num gaps: 177176 | Missing taxon?: N | % Missing data: 99.8517800483546
Taxon: chodsigoa_hypsibia | Num gaps: 176960 | Missing taxon?: N | % Missing data: 99.7300480728588
Taxon: chodsigoa_parca | Num gaps: 176952 | Missing taxon?: N | % Missing data: 99.7255394811738
Taxon: chodsigoa_sodalis | Num gaps: 176957 | Missing taxon?: N | % Missing data: 99.7283573509769
Taxon: chrotogale_owstoni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: chrysocyon_brachyurus | Num gaps: 176091 | Missing taxon?: N | % Missing data: 99.2403023010725
Taxon: civettictis_civetta | Num gaps: 176414 | Missing taxon?: N | % Missing data: 99.4223366903556
Taxon: condylura_cristata | Num gaps: 175453 | Missing taxon?: N | % Missing data: 98.8807421141913
Taxon: conepatus | Num gaps: 176368 | Missing taxon?: N | % Missing data: 99.3964122881666
Taxon: congosorex_phillipsorum | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_aleksandrisi | Num gaps: 177147 | Missing taxon?: N | % Missing data: 99.8354364034964
Taxon: crocidura_attenuata | Num gaps: 176781 | Missing taxon?: N | % Missing data: 99.6291683339063
Taxon: crocidura_baileyi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_batakorum | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_batesi | Num gaps: 177150 | Missing taxon?: N | % Missing data: 99.8371271253783
Taxon: crocidura_beatus | Num gaps: 176914 | Missing taxon?: N | % Missing data: 99.7041236706699
Taxon: crocidura_beccarii | Num gaps: 177175 | Missing taxon?: N | % Missing data: 99.851216474394
Taxon: crocidura_brunnea | Num gaps: 176840 | Missing taxon?: N | % Missing data: 99.6624191975834
Taxon: crocidura_buettikoferi | Num gaps: 177156 | Missing taxon?: N | % Missing data: 99.8405085691421
Taxon: crocidura_canariensis | Num gaps: 177176 | Missing taxon?: N | % Missing data: 99.8517800483546
Taxon: crocidura_caspica~ | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_crenata | Num gaps: 177160 | Missing taxon?: N | % Missing data: 99.8427628649846
Taxon: crocidura_crossei | Num gaps: 177172 | Missing taxon?: N | % Missing data: 99.8495257525121
Taxon: crocidura_cyanea | Num gaps: 177147 | Missing taxon?: N | % Missing data: 99.8354364034964
Taxon: crocidura_douceti | Num gaps: 177163 | Missing taxon?: N | % Missing data: 99.8444535868665
Taxon: crocidura_dsinezumi | Num gaps: 177239 | Missing taxon?: N | % Missing data: 99.8872852078743
Taxon: crocidura_eburnea | Num gaps: 177144 | Missing taxon?: N | % Missing data: 99.8337456816145
Taxon: crocidura_fingui | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_flavescens | Num gaps: 177155 | Missing taxon?: N | % Missing data: 99.8399449951814
Taxon: crocidura_foetida | Num gaps: 177023 | Missing taxon?: N | % Missing data: 99.7655532323785
Taxon: crocidura_fuliginosa | Num gaps: 176460 | Missing taxon?: N | % Missing data: 99.4482610925445
Taxon: crocidura_fulvastra | Num gaps: 177144 | Missing taxon?: N | % Missing data: 99.8337456816145
Taxon: crocidura_fumosa | Num gaps: 177245 | Missing taxon?: N | % Missing data: 99.890666651638
Taxon: crocidura_fuscomurina | Num gaps: 177148 | Missing taxon?: N | % Missing data: 99.835999977457
Taxon: crocidura_glassi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_goliath | Num gaps: 177146 | Missing taxon?: N | % Missing data: 99.8348728295358
Taxon: crocidura_grandiceps | Num gaps: 177163 | Missing taxon?: N | % Missing data: 99.8444535868665
Taxon: crocidura_grassei | Num gaps: 177160 | Missing taxon?: N | % Missing data: 99.8427628649846
Taxon: crocidura_grayi | Num gaps: 176818 | Missing taxon?: N | % Missing data: 99.6500205704496
Taxon: crocidura_grayi_halconus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_hikmiya | Num gaps: 176973 | Missing taxon?: N | % Missing data: 99.737374534347
Taxon: crocidura_hildegardeae | Num gaps: 177166 | Missing taxon?: N | % Missing data: 99.8461443087484
Taxon: crocidura_hirta | Num gaps: 177149 | Missing taxon?: N | % Missing data: 99.8365635514177
Taxon: crocidura_horsfieldii | Num gaps: 176973 | Missing taxon?: N | % Missing data: 99.737374534347
Taxon: crocidura_ichnusae | Num gaps: 177146 | Missing taxon?: N | % Missing data: 99.8348728295358
Taxon: crocidura_indochinensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_jouvenetae | Num gaps: 177162 | Missing taxon?: N | % Missing data: 99.8438900129058
Taxon: crocidura_lamottei | Num gaps: 177157 | Missing taxon?: N | % Missing data: 99.8410721431027
Taxon: crocidura_lasiura | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_lepidura | Num gaps: 176822 | Missing taxon?: N | % Missing data: 99.6522748662921
Taxon: crocidura_leucodon | Num gaps: 177169 | Missing taxon?: N | % Missing data: 99.8478350306303
Taxon: crocidura_levicula | Num gaps: 177155 | Missing taxon?: N | % Missing data: 99.8399449951814
Taxon: crocidura_luna | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_lusitania | Num gaps: 177149 | Missing taxon?: N | % Missing data: 99.8365635514177
Taxon: crocidura_macmillani | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_malayana | Num gaps: 177169 | Missing taxon?: N | % Missing data: 99.8478350306303
Taxon: crocidura_mariquensis | Num gaps: 177145 | Missing taxon?: N | % Missing data: 99.8343092555751
Taxon: crocidura_maxi | Num gaps: 176910 | Missing taxon?: N | % Missing data: 99.7018693748274
Taxon: crocidura_mdumai | Num gaps: 177110 | Missing taxon?: N | % Missing data: 99.8145841669532
Taxon: crocidura_mindorus | Num gaps: 176819 | Missing taxon?: N | % Missing data: 99.6505841444102
Taxon: crocidura_miya | Num gaps: 176973 | Missing taxon?: N | % Missing data: 99.737374534347
Taxon: crocidura_monacha | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_monax | Num gaps: 177109 | Missing taxon?: N | % Missing data: 99.8140205929925
Taxon: crocidura_monticola | Num gaps: 176911 | Missing taxon?: N | % Missing data: 99.702432948788
Taxon: crocidura_munissii | Num gaps: 177111 | Missing taxon?: N | % Missing data: 99.8151477409138
Taxon: crocidura_muricauda | Num gaps: 177164 | Missing taxon?: N | % Missing data: 99.8450171608271
Taxon: crocidura_musseri | Num gaps: 177154 | Missing taxon?: N | % Missing data: 99.8393814212208
Taxon: crocidura_nanilla | Num gaps: 177168 | Missing taxon?: N | % Missing data: 99.8472714566696
Taxon: crocidura_neglecta | Num gaps: 176852 | Missing taxon?: N | % Missing data: 99.6691820851109
Taxon: crocidura_negligens | Num gaps: 177173 | Missing taxon?: N | % Missing data: 99.8500893264728
Taxon: crocidura_negrina | Num gaps: 176913 | Missing taxon?: N | % Missing data: 99.7035600967093
Taxon: crocidura_newmarki | Num gaps: 177245 | Missing taxon?: N | % Missing data: 99.890666651638
Taxon: crocidura_nigripes | Num gaps: 176840 | Missing taxon?: N | % Missing data: 99.6624191975834
Taxon: crocidura_nigripes_lipara | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_nimbae | Num gaps: 177166 | Missing taxon?: N | % Missing data: 99.8461443087484
Taxon: crocidura_nimbasilvanus | Num gaps: 177162 | Missing taxon?: N | % Missing data: 99.8438900129058
Taxon: crocidura_ninoyi | Num gaps: 177115 | Missing taxon?: N | % Missing data: 99.8174020367563
Taxon: crocidura_obscurior | Num gaps: 177145 | Missing taxon?: N | % Missing data: 99.8343092555751
Taxon: crocidura_olivieri | Num gaps: 177144 | Missing taxon?: N | % Missing data: 99.8337456816145
Taxon: crocidura_olivieri_cara | Num gaps: 177166 | Missing taxon?: N | % Missing data: 99.8461443087484
Taxon: crocidura_olivieri_giffardi | Num gaps: 177163 | Missing taxon?: N | % Missing data: 99.8444535868665
Taxon: crocidura_olivieri_kivu | Num gaps: 177159 | Missing taxon?: N | % Missing data: 99.842199291024
Taxon: crocidura_olivieri_spurelli | Num gaps: 177155 | Missing taxon?: N | % Missing data: 99.8399449951814
Taxon: crocidura_olivieri_sururae | Num gaps: 177168 | Missing taxon?: N | % Missing data: 99.8472714566696
Taxon: crocidura_orientalis | Num gaps: 176833 | Missing taxon?: N | % Missing data: 99.658474179859
Taxon: crocidura_orientalis_lawuana~ | Num gaps: 177170 | Missing taxon?: N | % Missing data: 99.8483986045909
Taxon: crocidura_orii | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_palawanensis | Num gaps: 177114 | Missing taxon?: N | % Missing data: 99.8168384627957
Taxon: crocidura_panayensis | Num gaps: 176913 | Missing taxon?: N | % Missing data: 99.7035600967093
Taxon: crocidura_paradoxura | Num gaps: 176830 | Missing taxon?: N | % Missing data: 99.6567834579771
Taxon: crocidura_parvipes | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_phanluongi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_phuquocensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_poensis | Num gaps: 177164 | Missing taxon?: N | % Missing data: 99.8450171608271
Taxon: crocidura_rapax_kurodai | Num gaps: 176911 | Missing taxon?: N | % Missing data: 99.702432948788
Taxon: crocidura_rhoditis | Num gaps: 177151 | Missing taxon?: N | % Missing data: 99.8376906993389
Taxon: crocidura_roosevelti | Num gaps: 177165 | Missing taxon?: N | % Missing data: 99.8455807347877
Taxon: crocidura_russula | Num gaps: 175860 | Missing taxon?: N | % Missing data: 99.1101167161672
Taxon: crocidura_shantungensis | Num gaps: 177167 | Missing taxon?: N | % Missing data: 99.846707882709
Taxon: crocidura_sibirica~ | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_sicula | Num gaps: 177149 | Missing taxon?: N | % Missing data: 99.8365635514177
Taxon: crocidura_silacea | Num gaps: 177148 | Missing taxon?: N | % Missing data: 99.835999977457
Taxon: crocidura_sokolovi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_somalica | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_suaveolens | Num gaps: 177157 | Missing taxon?: N | % Missing data: 99.8410721431027
Taxon: crocidura_suaveolens_gueldenstaedtii | Num gaps: 176991 | Missing taxon?: N | % Missing data: 99.7475188656383
Taxon: crocidura_suaveolens_mimula | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_tanakae | Num gaps: 176909 | Missing taxon?: N | % Missing data: 99.7013058008668
Taxon: crocidura_tansaniana | Num gaps: 177110 | Missing taxon?: N | % Missing data: 99.8145841669532
Taxon: crocidura_tarfayensis | Num gaps: 177183 | Missing taxon?: N | % Missing data: 99.855725066079
Taxon: crocidura_theresae | Num gaps: 177155 | Missing taxon?: N | % Missing data: 99.8399449951814
Taxon: crocidura_usambarae | Num gaps: 177109 | Missing taxon?: N | % Missing data: 99.8140205929925
Taxon: crocidura_viaria | Num gaps: 177145 | Missing taxon?: N | % Missing data: 99.8343092555751
Taxon: crocidura_watasei | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_wimmeri | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_wuchihensis | Num gaps: 176915 | Missing taxon?: N | % Missing data: 99.7046872446305
Taxon: crocidura_zaitsevi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crocidura_zarudnyi | Num gaps: 177152 | Missing taxon?: N | % Missing data: 99.8382542732996
Taxon: crocidura_zimmermanni | Num gaps: 177165 | Missing taxon?: N | % Missing data: 99.8455807347877
Taxon: crocuta_crocuta | Num gaps: 170278 | Missing taxon?: N | % Missing data: 95.9642468679377
Taxon: crossarchus_alexandri | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: crossarchus_obscurus | Num gaps: 177095 | Missing taxon?: N | % Missing data: 99.8061305575437
Taxon: crossarchus_platycephalus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cryptoprocta_ferox | Num gaps: 174948 | Missing taxon?: N | % Missing data: 98.5961372640738
Taxon: cryptotis_alticola | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cryptotis_goldmani | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cryptotis_magna | Num gaps: 177191 | Missing taxon?: N | % Missing data: 99.8602336577641
Taxon: cryptotis_mayensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cryptotis_mexicana | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cryptotis_nelsoni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cryptotis_obscura | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cryptotis_parva | Num gaps: 177190 | Missing taxon?: N | % Missing data: 99.8596700838035
Taxon: cryptotis_peregrina | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cryptotis_phillipsii | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cuon_alpinus | Num gaps: 176199 | Missing taxon?: N | % Missing data: 99.3011682888204
Taxon: cuon_alpinus_lepturus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cynictis_penicillata | Num gaps: 177097 | Missing taxon?: N | % Missing data: 99.807257705465
Taxon: cynogale_bennettii | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: cystophora_cristata | Num gaps: 174988 | Missing taxon?: N | % Missing data: 98.618680222499
Taxon: desmana_moschata | Num gaps: 176771 | Missing taxon?: N | % Missing data: 99.6235325943
Taxon: dicerorhinus_sumatrensis | Num gaps: 176737 | Missing taxon?: N | % Missing data: 99.6043710796386
Taxon: dicerorhinus_sumatrensis_harrissoni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: diceros_bicornis | Num gaps: 172354 | Missing taxon?: N | % Missing data: 97.1342264102029
Taxon: diceros_bicornis_michaeli | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: diceros_bicornis_minor | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: diplomesodon_pulchellum | Num gaps: 177159 | Missing taxon?: N | % Missing data: 99.842199291024
Taxon: dusicyon_australis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: dusicyon_avus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: dymecodon_pilirostris | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: echinosorex_gymnura | Num gaps: 176951 | Missing taxon?: N | % Missing data: 99.7249759072132
Taxon: eira_barbara~ | Num gaps: 175972 | Missing taxon?: N | % Missing data: 99.1732369997577
Taxon: enhydra_lutris | Num gaps: 174369 | Missing taxon?: N | % Missing data: 98.2698279408698
Taxon: enhydra_lutris_kenyoni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: episoriculus_caudatus | Num gaps: 176963 | Missing taxon?: N | % Missing data: 99.7317387947407
Taxon: episoriculus_caudatus_soluensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: episoriculus_fumidus~ | Num gaps: 176956 | Missing taxon?: N | % Missing data: 99.7277937770163
Taxon: episoriculus_leucops | Num gaps: 176961 | Missing taxon?: N | % Missing data: 99.7306116468195
Taxon: episoriculus_macrurus | Num gaps: 176961 | Missing taxon?: N | % Missing data: 99.7306116468195
Taxon: equus_asinus | Num gaps: 174599 | Missing taxon?: N | % Missing data: 98.3994499518144
Taxon: equus_asinus_africanus | Num gaps: 177257 | Missing taxon?: N | % Missing data: 99.8974295391656
Taxon: equus_asinus_somalicus | Num gaps: 175965 | Missing taxon?: N | % Missing data: 99.1692919820333
Taxon: equus_burchellii | Num gaps: 176629 | Missing taxon?: N | % Missing data: 99.5435050918907
Taxon: equus_burchellii_antiquorum~ | Num gaps: 176352 | Missing taxon?: N | % Missing data: 99.3873951047966
Taxon: equus_burchellii_chapmani | Num gaps: 176596 | Missing taxon?: N | % Missing data: 99.52490715119
Taxon: equus_burchellii_cuninghamei~ | Num gaps: 175549 | Missing taxon?: N | % Missing data: 98.9348452144117
Taxon: equus_caballus | Num gaps: 90320 | Missing taxon?: N | % Missing data: 50.9020001239863
Taxon: equus_grevyi | Num gaps: 174944 | Missing taxon?: N | % Missing data: 98.5938829682313
Taxon: equus_hemionus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: equus_hemionus_kulan | Num gaps: 175908 | Missing taxon?: N | % Missing data: 99.1371682662774
Taxon: equus_hemionus_onager | Num gaps: 176748 | Missing taxon?: N | % Missing data: 99.6105703932055
Taxon: equus_kiang~ | Num gaps: 175675 | Missing taxon?: N | % Missing data: 99.0058555334509
Taxon: equus_przewalskii | Num gaps: 176494 | Missing taxon?: N | % Missing data: 99.4674226072059
Taxon: equus_zebra | Num gaps: 176625 | Missing taxon?: N | % Missing data: 99.5412507960482
Taxon: equus_zebra_hartmannae | Num gaps: 175963 | Missing taxon?: N | % Missing data: 99.168164834112
Taxon: erignathus_barbatus | Num gaps: 175366 | Missing taxon?: N | % Missing data: 98.8317111796167
Taxon: erinaceus_amurensis | Num gaps: 176343 | Missing taxon?: N | % Missing data: 99.3823229391509
Taxon: erinaceus_concolor | Num gaps: 175781 | Missing taxon?: N | % Missing data: 99.0655943732776
Taxon: erinaceus_europaeus | Num gaps: 114454 | Missing taxon?: N | % Missing data: 64.5032940897999
Taxon: erinaceus_roumanicus | Num gaps: 176340 | Missing taxon?: N | % Missing data: 99.380632217269
Taxon: eumetopias_jubatus | Num gaps: 174794 | Missing taxon?: N | % Missing data: 98.509346874137
Taxon: eupleres_goudotii | Num gaps: 176558 | Missing taxon?: N | % Missing data: 99.5034913406861
Taxon: euroscaptor_klossi | Num gaps: 177103 | Missing taxon?: N | % Missing data: 99.8106391492287
Taxon: euroscaptor_longirostris | Num gaps: 176153 | Missing taxon?: N | % Missing data: 99.2752438866315
Taxon: euroscaptor_malayana | Num gaps: 176474 | Missing taxon?: N | % Missing data: 99.4561511279933
Taxon: euroscaptor_mizura | Num gaps: 176714 | Missing taxon?: N | % Missing data: 99.5914088785442
Taxon: euroscaptor_parvidens | Num gaps: 176118 | Missing taxon?: N | % Missing data: 99.2555187980095
Taxon: euroscaptor_subanura | Num gaps: 177103 | Missing taxon?: N | % Missing data: 99.8106391492287
Taxon: felis_catus~ | Num gaps: 89296 | Missing taxon?: N | % Missing data: 50.3249003883025
Taxon: felis_chaus | Num gaps: 176706 | Missing taxon?: N | % Missing data: 99.5869002868591
Taxon: felis_margarita | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: felis_nigripes | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: felis_silvestris | Num gaps: 176313 | Missing taxon?: N | % Missing data: 99.3654157203321
Taxon: felis_silvestris_bieti | Num gaps: 176429 | Missing taxon?: N | % Missing data: 99.430790299765
Taxon: felis_silvestris_cafra | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: felis_silvestris_lybica | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: felis_silvestris_ornata | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: feroculus_feroculus | Num gaps: 176973 | Missing taxon?: N | % Missing data: 99.737374534347
Taxon: fossa_fossana | Num gaps: 171022 | Missing taxon?: N | % Missing data: 96.3835458946455
Taxon: galemys_pyrenaicus | Num gaps: 175563 | Missing taxon?: N | % Missing data: 98.9427352498605
Taxon: galerella_nigrata | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: galerella_pulverulenta | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: galerella_sanguinea | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: galictis_cuja | Num gaps: 175201 | Missing taxon?: N | % Missing data: 98.7387214761129
Taxon: galictis_vittata | Num gaps: 176085 | Missing taxon?: N | % Missing data: 99.2369208573087
Taxon: galidia_elegans | Num gaps: 175724 | Missing taxon?: N | % Missing data: 99.0334706575217
Taxon: galidictis_fasciata | Num gaps: 176360 | Missing taxon?: N | % Missing data: 99.3919036964816
Taxon: genetta_angolensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_bourloni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
