Mean_time	Mean_qlow	Mean_qup	Priors
t_n542	1.731	1.31	2.22	0
t_n543	0.259	0.04	0.6	0
t_n544	6.021	5.03	7.09	0
t_n545	2.46	1.88	3.14	0
t_n546	1.821	1.35	2.37	0
t_n547	0.77	0.45	1.17	0
t_n548	0.549	0.28	0.9	0
t_n549	0.652	0.36	1.05	0
t_n550	9.464	8.09	10.87	0
t_n551	0.696	0.16	1.59	0
t_n552	14.721	13.25	16.09	0
t_n553	10.55	8.93	12.01	0
t_n554	6.768	5.37	8.17	0
t_n555	3.423	2.2	4.89	0
t_n556	5.703	3.59	7.85	0
t_n557	3.336	1.8	5.42	0
t_n558	3.383	0.68	7.57	0
t_n559	0.392	0.2	0.69	0
t_n560_Reduncini	12.279	10.67	13.89	B(0.05111,0.16)
t_n561	6.572	5.19	7.95	0
t_n562	6.343	4.92	7.75	0
t_n563	4.349	2.87	5.85	0
t_n564	1.41	0.73	2.29	0
t_n565	1.201	0.57	2.03	0
t_n566	0.385	0.07	0.98	0
t_n567	0.641	0.21	1.33	0
t_n568	11.682	10.06	13.31	0
t_n569	6.505	5.08	7.98	0
t_n570	3.942	2.04	6.07	0
t_n571	17.825	16.47	19.31	0
t_n572	16.056	14.05	17.92	0
t_n573_Cephalophinae	11.605	10	13.18	NA
t_n574	8.667	7.22	10.16	0
t_n575	7.957	6.57	9.38	0
t_n576	6.624	5.38	7.91	0
t_n577	4.056	3.12	5.05	0
t_n578	2.165	1.57	2.83	0
t_n579	0.418	0.14	0.81	0
t_n580	0.396	0.25	0.59	0
t_n581	4.133	2.78	5.6	0
t_n582	2.721	1.77	4.04	0
t_n583	1.597	1.12	2.22	0
t_n584	0.943	0.55	1.46	0
t_n585	6.728	5.45	8.05	0
t_n586	4.3	3.29	5.38	0
t_n587	3.68	2.76	4.66	0
t_n588	1.592	1.12	2.16	0
t_n589	7.059	5.32	8.85	0
t_n590	6.058	4.63	7.57	0
t_n591	18.958	17.33	20.69	0
t_n592	13.049	10.91	15.53	0
t_n593	4.885	2.56	7.45	0
t_n594	2.621	1.27	4.81	0
t_n595_Bovinae	19.861	18.59	21.32	NA
t_n596	16.313	15.22	17.37	0
t_n597_Bovini	15.637	14.56	16.35	B(0.102,0.16)
t_n598_Bovina	7.403	6.29	8.48	NA
t_n599	6.854	5.77	7.93	0
t_n600	3.937	3.08	4.85	0
t_n601	0.589	0.36	0.89	0
t_n602	4.847	3.58	6.13	0
t_n603	1.303	0.88	1.84	0
t_n604	6.3	5.25	7.36	0
t_n605	4.313	3.41	5.28	0
t_n606	1.961	1.46	2.53	0
t_n607	0.817	0.54	1.17	0
t_n608	0.382	0.23	0.58	0
t_n609_Bubalina	11.179	9.74	12.55	NA
t_n610	6.43	4.66	8.26	0
t_n611	2.628	1.94	3.52	0
t_n612	2.38	1.68	3.25	0
t_n613	1.909	1.25	2.69	0
t_n614	19.008	17.63	20.52	0
t_n615_Tragelaphini	9.032	7.21	11.28	B(0.0549,0.16)
t_n616	7.766	6.14	9.84	0
t_n617	4.861	3.74	6.41	0
t_n618	4.15	3.01	5.64	0
t_n619	3.071	2.29	4.18	0
t_n620	2.455	1.81	3.39	0
t_n621	4.532	3.46	6	0
t_n622	2.551	1.88	3.51	0
t_n623_Boselaphini	8.959	6.61	11.4	NA
t_n624	26.08	24.37	27.95	0
t_n625_Cervidae	18.668	17.3	20.28	B(0.17235,0.284)
t_n626_Cervinae	16.646	15.3	18.23	NA
t_n627_Cervini	12.898	11.46	14.52	NA
t_n628	10.764	9.39	12.28	0
t_n629	9.029	7.75	10.45	0
t_n630	7.841	6.66	9.19	0
t_n631	6.775	5.71	8.01	0
t_n632	5.613	4.67	6.74	0
t_n633	4.562	3.75	5.58	0
t_n634	2.927	2.29	3.81	0
t_n635	2.733	2.15	3.55	0
t_n636	0.745	0.16	1.66	0
t_n637	0.37	0.02	1.06	0
t_n638	2.496	1.96	3.22	0
t_n639	1.545	0.77	2.46	0
t_n640	0.503	0.14	1.07	0
t_n641	0.354	0.06	0.84	0
t_n642	3.437	2.75	4.29	0
t_n643	2.325	1.78	2.98	0
t_n644	1.67	1.24	2.2	0
t_n645	1.445	1.02	1.96	0
t_n646	0.23	0.12	0.39	0
t_n647	2.696	2.11	3.45	0
t_n648	1.215	0.75	1.8	0
t_n649	0.411	0.25	0.63	0
t_n650	4.623	3.54	5.82	0
t_n651	2.23	1.42	3.1	0
t_n652	2.094	1.32	2.92	0
t_n653	1.726	1.02	2.52	0
t_n654	0.137	0.01	0.45	0
t_n655	0.223	0.04	0.55	0
t_n656	1.707	0.91	2.56	0
t_n657	2.633	1.75	3.73	0
t_n658	0.02	0	0.08	0
t_n659	1.599	0.77	2.55	0
t_n660	5.001	3.97	6.17	0
t_n661	3.435	2.41	4.59	0
t_n662	1.299	0.8	1.96	0
t_n663	0.766	0.4	1.27	0
t_n664	0.989	0.28	2	0
t_n665	6.769	5.55	8.09	0
t_n666	1.301	0.52	2.34	0
t_n667	8.277	6.87	9.86	0
t_n668	9.764	8.22	11.41	0
t_n669	1.531	0.58	2.75	0
t_n670	6.84	5.42	8.39	0
t_n671_Muntiacini	15.394	13.98	16.97	NA
t_n672	7.726	6.19	9.38	0
t_n673	5.95	4.63	7.42	0
t_n674	1.564	0.89	2.41	0
t_n675	1.399	0.79	2.18	0
t_n676	0.953	0.51	1.57	0
t_n677	0.755	0.36	1.31	0
t_n678	0.088	0	0.32	0
t_n679	2.967	1.91	4.39	0
t_n680	1.379	0.74	2.24	0
t_n681	6.223	4.8	7.75	0
t_n682	4.985	3.61	6.5	0
t_n683	1.881	1.03	2.91	0
t_n684	1.355	0.65	2.27	0
t_n685	0.014	0	0.06	0
t_n686_Capreolinae	16.675	15.34	18.25	NA
t_n687	12.636	11.2	14.22	0
t_n688_Rangiferini	11.313	9.95	12.82	NA
t_n689	9.351	8.01	10.81	0
t_n690	6.668	5.39	8.04	0
t_n691	5.956	4.83	7.15	0
t_n692	2.153	1.46	2.96	0
t_n693	1.8	1.25	2.43	0
t_n694	0.902	0.38	1.61	0
t_n695	0.501	0.16	1.02	0
t_n696	0.348	0.08	0.78	0
t_n697	0.228	0.02	0.6	0
t_n698	1.652	1.15	2.24	0
t_n699	0.533	0.09	1.1	0
t_n700	0.747	0.37	1.21	0
t_n701	5.523	4.19	6.81	0
t_n702	3.851	2.33	5.4	0
t_n703	1.171	0.75	1.73	0
t_n704	7.707	6.5	9.04	0
t_n705	6.97	5.83	8.22	0
t_n706	6.359	5.28	7.54	0
t_n707	5.667	4.66	6.77	0
t_n708	4.029	3.2	4.95	0
t_n709	2.091	1.25	2.99	0
t_n710	1.709	0.91	2.69	0
t_n711	1.187	0.54	2.05	0
t_n712	0.914	0.36	1.69	0
t_n713	15.577	14.18	17.14	0
t_n714	10.93	9.22	12.6	0
t_n715_Capreolini	2.913	2.02	4.13	NA
t_n716	0.522	0.13	1.16	0
t_n717_Hydropotinae	0.011	0	0.05	NA
t_n718_Alceini	0.21	0.07	0.44	NA
t_n719	0.033	0	0.12	0
t_n720_Pecora	14.824	12	17.38	B(0.195,0.48)
t_n721	9.665	6.17	13.15	0
t_n722	0.628	0.1	1.71	0
t_n723	1.65	0.59	3.14	0
t_n724	9.321	6.74	12.04	0
t_n725	2.331	1.48	3.49	0
t_n726	1.61	1	2.43	0
t_n727_Giraffidae	20.652	18.21	23.37	B(0.14,0.48)
t_n728	4.611	2.25	7.37	0
t_n729	4.377	2.13	7.06	0
t_n730	2.793	1.37	4.85	0
t_n731	1.273	0.56	2.33	0
t_n732	0.896	0.34	1.77	0
t_n733	0.705	0.22	1.47	0
t_n734	0.537	0.08	1.43	0
t_n735	0.029	0	0.11	0
t_n736_Antilocapridae	1.136	0.17	2.87	NA
t_n737_Tragulina	20.664	15.39	27.29	NA
t_n738	19.47	14.01	26.29	0
t_n739	5.654	3.4	8.39	0
t_n740	1.857	0.98	2.99	0
t_n741_Whippomorpha	48.131	47.66	48.97	B(0.478,0.507)
t_n742_Cetacea	33.584	31.39	35.76	B(0.3613,0.56)
t_n743_Odontoceti	31.664	29.32	33.97	B(0.2304,0.48)
t_n744	30.167	27.73	32.54	0
t_n745_Delphinida	23.612	20.75	26.3	B(0.1599,0.48)
t_n746_Delphinoidea	17.711	15.23	20.12	NA
t_n747_Delphinidae	10.856	8.86	13.01	NA
t_n748	9.692	7.99	11.6	0
t_n749	8.437	6.96	10.19	0
t_n750	8.045	6.62	9.75	0
t_n751	7.323	5.98	8.92	0
t_n752	4.386	3.31	5.61	0
t_n753	3.605	2.72	4.6	0
t_n754	3.277	2.46	4.2	0
t_n755	2.308	1.71	2.99	0
t_n756	1.995	1.46	2.61	0
t_n757	0.712	0.47	1.03	0
t_n758	1.254	0.87	1.71	0
t_n759	1.251	0.85	1.75	0
t_n760	2.08	1.33	2.94	0
t_n761	1.424	0.65	2.42	0
t_n762	7.348	6.02	8.95	0
t_n763	5.131	4.12	6.4	0
t_n764	4.277	3.4	5.4	0
t_n765	2.85	2.22	3.7	0
t_n766	0.747	0.51	1.07	0
t_n767	2.46	1.89	3.23	0
t_n768	4.694	3.68	5.92	0
t_n769	7.474	6.12	9.07	0
t_n770	4.365	3.38	5.52	0
t_n771	4.154	3.2	5.27	0
t_n772	3.903	2.96	5	0
t_n773	3.678	2.82	4.69	0
t_n774	3.212	2.45	4.12	0
t_n775	2.525	1.9	3.28	0
t_n776	2.411	1.81	3.13	0
t_n777	2.244	1.68	2.92	0
t_n778	1.571	1.09	2.16	0
t_n779	1.118	0.78	1.54	0
t_n780	0.988	0.66	1.4	0
t_n781	1.638	0.99	2.39	0
t_n782	2.488	1.61	3.63	0
t_n783	5.992	4.82	7.36	0
t_n784	1.85	1.25	2.59	0
t_n785_Phocoenidae-Monodontidae	14.682	12.3	17.07	B(0.076,0.48)
t_n786_Phocoenidae	7.133	5.24	9.35	NA
t_n787	5.154	3.49	7.08	0
t_n788	4.374	2.42	6.5	0
t_n789	3.041	1.71	5	0
t_n790	0.487	0.22	0.99	0
t_n791	0.473	0.21	0.97	0
t_n792_Monodontidae	5.707	3.78	7.83	NA
t_n793	22.643	19.76	25.37	0
t_n794_Inioidea	17.442	14.84	20.02	NA
t_n795_Iniidae	2.599	1.5	4.3	NA
t_n796	1.874	1.05	3.03	0
t_n797	29.052	26.54	31.5	0
t_n798_Zipioidea	18.15	14.88	21.65	NA
t_n799	13.72	10.73	17.09	0
t_n800	13.191	10.43	16.3	0
t_n801	11.429	8.92	14.41	0
t_n802	9.836	7.45	12.61	0
t_n803	8.748	6.69	11.26	0
t_n804	6.124	4.53	8.05	0
t_n805	5.522	3.83	7.46	0
t_n806	7.911	5.99	10.31	0
t_n807	6.828	3.03	10.78	0
t_n808	3.945	1.09	7.86	0
t_n809_Platanistoidea	1.064	0.28	2.39	NA
t_n810_Physeteroidea	22.57	19.01	26.22	B(0.1382,0.48)
t_n811_Kogiidae	10.027	6.4	14.7	NA
t_n812_Mysticeti	25.637	24.09	27.33	B(0.1599,0.48)
t_n813_Neobalaeninae	23.197	21.84	24.77	B(0.2304,0.339)
t_n814_Balaenopteridae	18.869	17.23	20.67	B(0.073,0.48)
t_n815	16.798	15.26	18.81	0
t_n816	16.221	14.66	18.29	0
t_n817	13.328	11.61	15.54	0
t_n818	11.621	9.91	13.79	0
t_n819	5.83	4.35	7.44	0
t_n820	4.2	2.99	5.55	0
t_n821	11.358	9.55	13.41	0
t_n822	7.508	5.52	9.84	0
t_n823_Balaenidae	10.65	7.36	14.2	NA
t_n824	3.013	1.82	4.78	0
t_n825	1.382	0.68	2.41	0
t_n826_Hippopotamidae	7.657	5.32	10.67	B(0.0774,0.48)
t_n827_Suina	40.529	36.44	43.78	B(0.347,0.53)
t_n828_Suidae	16.782	12.18	20.39	NA
t_n829	7.623	5.21	10.55	0
t_n830	6.777	4.66	9.26	0
t_n831	5.577	3.77	7.68	0
t_n832	2.66	1.71	3.98	0
t_n833	0.854	0.32	1.63	0
t_n834	0.033	0	0.13	0
t_n835	4.672	3.09	6.55	0
t_n836	0.879	0.47	1.48	0
t_n837	15.667	11.26	19.24	0
t_n838	13.499	9.52	16.91	0
t_n839	10.273	7.17	13.05	0
t_n840	8.709	5.99	11.46	0
t_n841	6.055	3.58	8.77	0
t_n842	6.411	4.26	8.67	0
t_n843	3.86	2.06	6.34	0
t_n844_Tayassuidae	16.684	11.38	21.59	NA
t_n845	6.382	3.56	9.93	0
t_n846_Tylopoda	25.329	19.39	31.63	NA
t_n847_Lamini	11.249	7.56	16	NA
t_n848	6.45	4.16	9.63	0
t_n849	3.025	1.56	5.36	0
t_n850	1.778	0.74	3.41	0
t_n851	0.933	0.2	2.08	0
t_n852	3.906	2.42	6.02	0
t_n853	2.693	1.3	4.86	0
t_n854	1.279	0.3	2.66	0
t_n855	4.485	1.81	8.01	0
t_n856	1.783	0.46	4.03	0
t_n857_Camelini	19.615	14.93	25.64	NA
t_n858	7.782	5.31	11.38	0
t_n859	1.762	1.04	2.78	0
t_n860_Monotremata	27.366	17.66	44.55	B(0.24459,1.332)
t_n861_Tachyglossidae	2.815	2.14	3.42	B(0.0258,1.332)
