Parsing alignment rod_subt1_mt3cp ... ... 
Length alignment: 3694
Number of taxa: 630
Taxon: acomys_cahirinus | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: allactaga_sibirica | Num gaps: 3319 | Missing taxon?: N | % Missing data: 89.8484028153763
Taxon: allactaga_toussi | Num gaps: 3394 | Missing taxon?: N | % Missing data: 91.878722252301
Taxon: allactaga_williamsi | Num gaps: 3327 | Missing taxon?: N | % Missing data: 90.0649702219816
Taxon: allactodipus_bobrinskii | Num gaps: 3322 | Missing taxon?: N | % Missing data: 89.9296155928533
Taxon: allocricetulus_eversmanni | Num gaps: 440 | Missing taxon?: N | % Missing data: 11.9112073632918
Taxon: alticola_albicaudus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: alticola_argentatus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: alticola_barakshin | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: alticola_lemminus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: alticola_macrotis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: alticola_macrotis_vinogradovi~ | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: alticola_montosa | Num gaps: 3327 | Missing taxon?: N | % Missing data: 90.0649702219816
Taxon: alticola_olchonensis | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: alticola_semicanus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: alticola_strelzowi | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: alticola_strelzowi_desertorum | Num gaps: 3407 | Missing taxon?: N | % Missing data: 92.2306442880347
Taxon: alticola_tuvinicus | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: anomalurus | Num gaps: 96 | Missing taxon?: N | % Missing data: 2.59880887926367
Taxon: arvicola_amphibius | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: arvicola_sapidus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: arvicola_scherman | Num gaps: 3318 | Missing taxon?: N | % Missing data: 89.8213318895506
Taxon: baiomys_musculus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: baiomys_taylori | Num gaps: 3316 | Missing taxon?: N | % Missing data: 89.7671900378993
Taxon: beamys_hindei | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: blanfordimys_afghanus | Num gaps: 3316 | Missing taxon?: N | % Missing data: 89.7671900378993
Taxon: blanfordimys_bucharensis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: brachytarsomys_albicauda | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: brachyuromys_betsileoensis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: brachyuromys_ramirohitra | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: calomyscus_bailwardi | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: calomyscus_baluchi | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: calomyscus_hotsoni | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: cannomys_badius | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: cardiocranius_paradoxus | Num gaps: 3322 | Missing taxon?: N | % Missing data: 89.9296155928533
Taxon: castor_canadensis | Num gaps: 361 | Missing taxon?: N | % Missing data: 9.77260422306443
Taxon: castor_fiber | Num gaps: 106 | Missing taxon?: N | % Missing data: 2.8695181375203
Taxon: castor_fiber_albicus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: castor_fiber_birulai | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: castor_fiber_pohlei | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: chaetodipus_arenarius | Num gaps: 3082 | Missing taxon?: N | % Missing data: 83.4325933946941
Taxon: chaetodipus_siccus | Num gaps: 3089 | Missing taxon?: N | % Missing data: 83.6220898754737
Taxon: chaetodipus_artus | Num gaps: 3084 | Missing taxon?: N | % Missing data: 83.4867352463454
Taxon: chaetodipus_baileyi | Num gaps: 2217 | Missing taxon?: N | % Missing data: 60.0162425554954
Taxon: chaetodipus_californicus | Num gaps: 2571 | Missing taxon?: N | % Missing data: 69.5993502977802
Taxon: chaetodipus_dalquesti | Num gaps: 3090 | Missing taxon?: N | % Missing data: 83.6491608012994
Taxon: chaetodipus_eremicus | Num gaps: 2568 | Missing taxon?: N | % Missing data: 69.5181375203032
Taxon: chaetodipus_fallax | Num gaps: 3082 | Missing taxon?: N | % Missing data: 83.4325933946941
Taxon: chaetodipus_formosus | Num gaps: 2246 | Missing taxon?: N | % Missing data: 60.8012994044396
Taxon: chaetodipus_goldmani | Num gaps: 3082 | Missing taxon?: N | % Missing data: 83.4325933946941
Taxon: chaetodipus_hispidus | Num gaps: 2245 | Missing taxon?: N | % Missing data: 60.774228478614
Taxon: chaetodipus_intermedius | Num gaps: 2540 | Missing taxon?: N | % Missing data: 68.7601515971846
Taxon: chaetodipus_nelsoni | Num gaps: 3084 | Missing taxon?: N | % Missing data: 83.4867352463454
Taxon: chaetodipus_penicillatus | Num gaps: 2539 | Missing taxon?: N | % Missing data: 68.733080671359
Taxon: chaetodipus_pernix | Num gaps: 3084 | Missing taxon?: N | % Missing data: 83.4867352463454
Taxon: chaetodipus_rudinoris | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: chaetodipus_spinatus | Num gaps: 2566 | Missing taxon?: N | % Missing data: 69.4639956686519
Taxon: chionomys_gud | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: chionomys_nivalis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: chionomys_roberti | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: cratogeomys_castanops | Num gaps: 2572 | Missing taxon?: N | % Missing data: 69.6264212236058
Taxon: cratogeomys_fulvescens | Num gaps: 2799 | Missing taxon?: N | % Missing data: 75.7715213860314
Taxon: cratogeomys_fumosus | Num gaps: 2799 | Missing taxon?: N | % Missing data: 75.7715213860314
Taxon: cratogeomys_fumosus_angustirostris~ | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: cratogeomys_fumosus_imparilis~ | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: cratogeomys_goldmani | Num gaps: 2799 | Missing taxon?: N | % Missing data: 75.7715213860314
Taxon: cratogeomys_goldmani_rubellus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: cratogeomys_gymnurus | Num gaps: 2803 | Missing taxon?: N | % Missing data: 75.8798050893341
Taxon: cratogeomys_merriami | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: cratogeomys_neglectus | Num gaps: 2799 | Missing taxon?: N | % Missing data: 75.7715213860314
Taxon: cratogeomys_perotensis | Num gaps: 2799 | Missing taxon?: N | % Missing data: 75.7715213860314
Taxon: cratogeomys_planiceps | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: cratogeomys_tylorhinus | Num gaps: 2803 | Missing taxon?: N | % Missing data: 75.8798050893341
Taxon: cratogeomys_zinseri | Num gaps: 2799 | Missing taxon?: N | % Missing data: 75.7715213860314
Taxon: cricetomys_ansorgei | Num gaps: 3351 | Missing taxon?: N | % Missing data: 90.7146724417975
Taxon: cricetomys_emini | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: cricetomys_gambianus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: cricetulus_barabensis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: cricetulus_griseus | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: urocricetus_kamensis | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: urocricetus_lama | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: cricetulus_longicaudatus | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: cricetulus_migratorius~ | Num gaps: 3323 | Missing taxon?: N | % Missing data: 89.9566865186789
Taxon: cricetulus_migratorius_phaeus~ | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: cricetulus_sokolovi | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: cricetus_cricetus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: delanymys_brooksi | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: dendromus_insignis | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: dendromus_melanotis | Num gaps: 3339 | Missing taxon?: N | % Missing data: 90.3898213318896
Taxon: dendromus_mesomelas | Num gaps: 3339 | Missing taxon?: N | % Missing data: 90.3898213318896
Taxon: dendromus_mystacalis | Num gaps: 3339 | Missing taxon?: N | % Missing data: 90.3898213318896
Taxon: dendromus_nyasae_kivu | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: dendromus_nyikae | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: deomys_ferrugineus | Num gaps: 3330 | Missing taxon?: N | % Missing data: 90.1461829994586
Taxon: dicrostonyx_groenlandicus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: dicrostonyx_hudsonius | Num gaps: 3391 | Missing taxon?: N | % Missing data: 91.797509474824
Taxon: dicrostonyx_richardsoni | Num gaps: 3396 | Missing taxon?: N | % Missing data: 91.9328641039524
Taxon: dicrostonyx_torquatus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: dinaromys_bogdanovi | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: dipodomys_agilis | Num gaps: 2569 | Missing taxon?: N | % Missing data: 69.5452084461289
Taxon: dipodomys_californicus | Num gaps: 2568 | Missing taxon?: N | % Missing data: 69.5181375203032
Taxon: dipodomys_compactus | Num gaps: 2569 | Missing taxon?: N | % Missing data: 69.5452084461289
Taxon: dipodomys_deserti | Num gaps: 2568 | Missing taxon?: N | % Missing data: 69.5181375203032
Taxon: dipodomys_elator | Num gaps: 3088 | Missing taxon?: N | % Missing data: 83.5950189496481
Taxon: dipodomys_elephantinus | Num gaps: 3082 | Missing taxon?: N | % Missing data: 83.4325933946941
Taxon: dipodomys_gravipes | Num gaps: 3090 | Missing taxon?: N | % Missing data: 83.6491608012994
Taxon: dipodomys_heermanni | Num gaps: 2577 | Missing taxon?: N | % Missing data: 69.7617758527342
Taxon: dipodomys_ingens | Num gaps: 3090 | Missing taxon?: N | % Missing data: 83.6491608012994
Taxon: dipodomys_insularis~ | Num gaps: 3082 | Missing taxon?: N | % Missing data: 83.4325933946941
Taxon: dipodomys_merriami | Num gaps: 2571 | Missing taxon?: N | % Missing data: 69.5993502977802
Taxon: dipodomys_merriami_annulus | Num gaps: 3086 | Missing taxon?: N | % Missing data: 83.5408770979968
Taxon: dipodomys_merriami_arenivagus | Num gaps: 3086 | Missing taxon?: N | % Missing data: 83.5408770979968
Taxon: dipodomys_merriami_brunensis | Num gaps: 3086 | Missing taxon?: N | % Missing data: 83.5408770979968
Taxon: dipodomys_merriami_margaritae | Num gaps: 3089 | Missing taxon?: N | % Missing data: 83.6220898754737
Taxon: dipodomys_merriami_melanurus | Num gaps: 3086 | Missing taxon?: N | % Missing data: 83.5408770979968
Taxon: dipodomys_merriami_platycephalus | Num gaps: 3086 | Missing taxon?: N | % Missing data: 83.5408770979968
Taxon: dipodomys_microps | Num gaps: 2567 | Missing taxon?: N | % Missing data: 69.4910665944775
Taxon: dipodomys_nelsoni | Num gaps: 2567 | Missing taxon?: N | % Missing data: 69.4910665944775
Taxon: dipodomys_nitratoides | Num gaps: 3084 | Missing taxon?: N | % Missing data: 83.4867352463454
Taxon: dipodomys_ordii | Num gaps: 682 | Missing taxon?: N | % Missing data: 18.4623714131023
Taxon: dipodomys_panamintinus | Num gaps: 2570 | Missing taxon?: N | % Missing data: 69.5722793719545
Taxon: dipodomys_phillipsii | Num gaps: 2569 | Missing taxon?: N | % Missing data: 69.5452084461289
Taxon: dipodomys_simulans | Num gaps: 3084 | Missing taxon?: N | % Missing data: 83.4867352463454
Taxon: dipodomys_simulans_peninsularis~ | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: dipodomys_spectabilis | Num gaps: 2569 | Missing taxon?: N | % Missing data: 69.5452084461289
Taxon: dipodomys_stephensi | Num gaps: 3097 | Missing taxon?: N | % Missing data: 83.838657282079
Taxon: dipodomys_venustus | Num gaps: 3082 | Missing taxon?: N | % Missing data: 83.4325933946941
Taxon: dipus_sagitta | Num gaps: 97 | Missing taxon?: N | % Missing data: 2.62587980508933
Taxon: eliurus_antsingy | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: eliurus_carletoni | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: eliurus_ellermani | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: eliurus_grandidieri | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: eliurus_majori | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: eliurus_minor | Num gaps: 3316 | Missing taxon?: N | % Missing data: 89.7671900378993
Taxon: eliurus_myoxinus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: eliurus_tanala | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: eliurus_webbi | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: ellobius_fuscocapillus | Num gaps: 3325 | Missing taxon?: N | % Missing data: 90.0108283703303
Taxon: ellobius_talpinus | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: ellobius_tancrei | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: eolagurus_luteus | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: eospalax_baileyi | Num gaps: 85 | Missing taxon?: N | % Missing data: 2.30102869518138
Taxon: eospalax_cansus | Num gaps: 88 | Missing taxon?: N | % Missing data: 2.38224147265836
Taxon: eospalax_fontanierii | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: eospalax_rothschildi | Num gaps: 85 | Missing taxon?: N | % Missing data: 2.30102869518138
Taxon: eospalax_rufescens | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: eospalax_smithii | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: eothenomys_cachinus | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: eothenomys_chinensis | Num gaps: 97 | Missing taxon?: N | % Missing data: 2.62587980508933
Taxon: eothenomys_custos | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: eothenomys_eleusis | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: eothenomys_eva | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: eothenomys_inez | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: eothenomys_melanogaster | Num gaps: 98 | Missing taxon?: N | % Missing data: 2.652950730915
Taxon: eothenomys_miletus | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: eothenomys_olitor | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: eothenomys_proditor | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: myodes_smithii | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: eothenomys_wardi | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: eozapus_setchuanus | Num gaps: 97 | Missing taxon?: N | % Missing data: 2.62587980508933
Taxon: eremodipus_lichtensteini | Num gaps: 3322 | Missing taxon?: N | % Missing data: 89.9296155928533
Taxon: euchoreutes_naso | Num gaps: 97 | Missing taxon?: N | % Missing data: 2.62587980508933
Taxon: geomys_arenarius | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_attwateri | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_breviceps | Num gaps: 2294 | Missing taxon?: N | % Missing data: 62.1007038440715
Taxon: geomys_breviceps_sagittalis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_bursarius | Num gaps: 3467 | Missing taxon?: N | % Missing data: 93.8548998375745
Taxon: geomys_jugossicularis_halli | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_bursarius_illinoensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_bursarius_industrius | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_lutescens | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_bursarius_major | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_bursarius_majusculus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_bursarius_missouriensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_bursarius_ozarkensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_jugossicularis_jugossicularis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_knoxjonesi | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_personatus_davisi | Num gaps: 3318 | Missing taxon?: N | % Missing data: 89.8213318895506
Taxon: geomys_personatus_maritimus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_personatus_megapotamus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_personatus_personatus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_pinetis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_pinetis_mobilensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_streckeri | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: geomys_texensis | Num gaps: 2799 | Missing taxon?: N | % Missing data: 75.7715213860314
Taxon: geomys_tropicalis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: gymnuromys_roberti | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: habromys_chinanteco | Num gaps: 3321 | Missing taxon?: N | % Missing data: 89.9025446670276
Taxon: habromys_delicatulus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: habromys_ixtlani | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: habromys_lepturus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: habromys_lophurus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: habromys_simulatus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: hapalomys_delacouri | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: heteromys_anomalus | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: heteromys_australis | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: heteromys_desmarestianus | Num gaps: 2568 | Missing taxon?: N | % Missing data: 69.5181375203032
Taxon: heteromys_gaumeri | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: heteromys_goldmani | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: heteromys_nelsoni | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: heteromys_nubicolens | Num gaps: 3317 | Missing taxon?: N | % Missing data: 89.794260963725
Taxon: heteromys_oresterus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: hodomys_alleni | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: hypogeomys_antimena | Num gaps: 3316 | Missing taxon?: N | % Missing data: 89.7671900378993
Taxon: idiurus_macrotis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: isthmomys_pirrensis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: jaculus_blanfordi | Num gaps: 3322 | Missing taxon?: N | % Missing data: 89.9296155928533
Taxon: jaculus_deserti | Num gaps: 3329 | Missing taxon?: N | % Missing data: 90.1191120736329
Taxon: jaculus_jaculus | Num gaps: 97 | Missing taxon?: N | % Missing data: 2.62587980508933
Taxon: jaculus_orientalis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: lagurus_lagurus | Num gaps: 3330 | Missing taxon?: N | % Missing data: 90.1461829994586
Taxon: lasiopodomys_brandtii | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_gregalis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: lasiopodomys_mandarinus | Num gaps: 98 | Missing taxon?: N | % Missing data: 2.652950730915
Taxon: lemmus_lemmus | Num gaps: 3401 | Missing taxon?: N | % Missing data: 92.0682187330807
Taxon: lemmus_sibiricus | Num gaps: 3392 | Missing taxon?: N | % Missing data: 91.8245804006497
Taxon: lemmus_trimucronatus | Num gaps: 3316 | Missing taxon?: N | % Missing data: 89.7671900378993
Taxon: liomys_adspersus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: liomys_irroratus | Num gaps: 2567 | Missing taxon?: N | % Missing data: 69.4910665944775
Taxon: liomys_pictus | Num gaps: 2567 | Missing taxon?: N | % Missing data: 69.4910665944775
Taxon: liomys_salvini | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: liomys_spectabilis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: lophuromys_flavopunctatus | Num gaps: 3091 | Missing taxon?: N | % Missing data: 83.6762317271251
Taxon: lophuromys_sikapusi | Num gaps: 3318 | Missing taxon?: N | % Missing data: 89.8213318895506
Taxon: lophuromys_zena | Num gaps: 3320 | Missing taxon?: N | % Missing data: 89.8754737412019
Taxon: macrotarsomys | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: megadontomys_cryophilus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: megadontomys_nelsoni | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: megadontomys_thomasi | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: mesocricetus_auratus | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: mesocricetus_brandti | Num gaps: 3386 | Missing taxon?: N | % Missing data: 91.6621548456957
Taxon: mesocricetus_newtoni | Num gaps: 3386 | Missing taxon?: N | % Missing data: 91.6621548456957
Taxon: mesocricetus_raddei | Num gaps: 3386 | Missing taxon?: N | % Missing data: 91.6621548456957
Taxon: microdipodops_megacephalus | Num gaps: 2567 | Missing taxon?: N | % Missing data: 69.4910665944775
Taxon: microdipodops_pallidus | Num gaps: 2568 | Missing taxon?: N | % Missing data: 69.5181375203032
Taxon: microtus_abbreviatus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_agrestis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_anatolicus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_arvalis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_bavaricus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_cabrerae | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_californicus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_canicaudus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_chrotorrhinus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_daghestanicus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_dogramacii | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_duodecimcostatus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_felteni | Num gaps: 3316 | Missing taxon?: N | % Missing data: 89.7671900378993
Taxon: microtus_fortis_calamorum | Num gaps: 98 | Missing taxon?: N | % Missing data: 2.652950730915
Taxon: microtus_fortis_fortis | Num gaps: 98 | Missing taxon?: N | % Missing data: 2.652950730915
